1536915613,2018-09-14 09:00:13,2018-09-14 09:00:13,Cry_of_Frustration,Augury_Rock
1536915911,2018-09-14 09:05:11,2018-09-14 09:05:11,Cry_of_Frustration,Augury_Rock
1536916212,2018-09-14 09:10:12,2018-09-14 09:10:12,Cry_of_Frustration,Augury_Rock
1536916510,2018-09-14 09:15:10,2018-09-14 09:15:10,Cry_of_Frustration,Augury_Rock
1536916811,2018-09-14 09:20:11,2018-09-14 09:20:11,Cry_of_Frustration,Augury_Rock
1536917110,2018-09-14 09:25:10,2018-09-14 09:25:10,Cry_of_Frustration,Augury_Rock
1536917413,2018-09-14 09:30:13,2018-09-14 09:30:13,Cry_of_Frustration,Augury_Rock
1536917710,2018-09-14 09:35:10,2018-09-14 09:35:10,Cry_of_Frustration,Augury_Rock
1536918012,2018-09-14 09:40:12,2018-09-14 09:40:12,Cry_of_Frustration,Augury_Rock
1536918312,2018-09-14 09:45:12,2018-09-14 09:45:12,Cry_of_Frustration,Augury_Rock
1536918611,2018-09-14 09:50:11,2018-09-14 09:50:11,Cry_of_Frustration,Augury_Rock
1536918910,2018-09-14 09:55:10,2018-09-14 09:55:10,Cry_of_Frustration,Augury_Rock
1536919213,2018-09-14 10:00:13,2018-09-14 10:00:13,Cry_of_Frustration,Augury_Rock
1536919510,2018-09-14 10:05:10,2018-09-14 10:05:10,Cry_of_Frustration,Augury_Rock
1536919811,2018-09-14 10:10:11,2018-09-14 10:10:11,Cry_of_Frustration,Augury_Rock
1536920110,2018-09-14 10:15:10,2018-09-14 10:15:10,Cry_of_Frustration,Augury_Rock
1536920412,2018-09-14 10:20:12,2018-09-14 10:20:12,Cry_of_Frustration,Augury_Rock
1536920710,2018-09-14 10:25:10,2018-09-14 10:25:10,Cry_of_Frustration,Augury_Rock
1536921013,2018-09-14 10:30:13,2018-09-14 10:30:13,Cry_of_Frustration,Augury_Rock
1536921310,2018-09-14 10:35:10,2018-09-14 10:35:10,Cry_of_Frustration,Augury_Rock
1536921611,2018-09-14 10:40:11,2018-09-14 10:40:11,Cry_of_Frustration,Augury_Rock
1536921910,2018-09-14 10:45:10,2018-09-14 10:45:10,Cry_of_Frustration,Augury_Rock
1536922211,2018-09-14 10:50:11,2018-09-14 10:50:11,Cry_of_Frustration,Augury_Rock
1536922510,2018-09-14 10:55:10,2018-09-14 10:55:10,Cry_of_Frustration,Augury_Rock
