1550487625,2019-02-18 11:00:25,Bob_the_Dog,Yak's_Bend,34197
1550487857,2019-02-18 11:04:17,Bob_the_Dog,Yak's_Bend,34198
1550488097,2019-02-18 11:08:17,Bob_the_Dog,Yak's_Bend,34198
1550488336,2019-02-18 11:12:16,Bob_the_Dog,Yak's_Bend,34198
1550488582,2019-02-18 11:16:22,Bob_the_Dog,Yak's_Bend,34198
1550488821,2019-02-18 11:20:21,Bob_the_Dog,Yak's_Bend,34198
1550489057,2019-02-18 11:24:17,Bob_the_Dog,Yak's_Bend,34202
1550489297,2019-02-18 11:28:17,Bob_the_Dog,Yak's_Bend,34206
1550489540,2019-02-18 11:32:20,Bob_the_Dog,Yak's_Bend,34210
1550489776,2019-02-18 11:36:16,Bob_the_Dog,Yak's_Bend,34210
1550490022,2019-02-18 11:40:22,Bob_the_Dog,Yak's_Bend,34212
1550490257,2019-02-18 11:44:17,Bob_the_Dog,Yak's_Bend,34212
1550490497,2019-02-18 11:48:17,Bob_the_Dog,Yak's_Bend,34215
1550490736,2019-02-18 11:52:16,Bob_the_Dog,Yak's_Bend,34215
1550490977,2019-02-18 11:56:17,Bob_the_Dog,Yak's_Bend,34218
1550491226,2019-02-18 12:00:26,Bob_the_Dog,Yak's_Bend,34221
1550491457,2019-02-18 12:04:17,Bob_the_Dog,Yak's_Bend,34224
1550491697,2019-02-18 12:08:17,Bob_the_Dog,Yak's_Bend,34225
1550491937,2019-02-18 12:12:17,Bob_the_Dog,Yak's_Bend,34225
1550492183,2019-02-18 12:16:23,Bob_the_Dog,Yak's_Bend,34225
1550492422,2019-02-18 12:20:22,Bob_the_Dog,Yak's_Bend,34229
1550492657,2019-02-18 12:24:17,Bob_the_Dog,Yak's_Bend,34229
1550492899,2019-02-18 12:28:19,Bob_the_Dog,Yak's_Bend,34230
1550493142,2019-02-18 12:32:22,Bob_the_Dog,Yak's_Bend,34234
1550493377,2019-02-18 12:36:17,Bob_the_Dog,Yak's_Bend,34238
1550493622,2019-02-18 12:40:22,Bob_the_Dog,Yak's_Bend,34241
1550493858,2019-02-18 12:44:18,Bob_the_Dog,Yak's_Bend,34241
1550494098,2019-02-18 12:48:18,Bob_the_Dog,Yak's_Bend,34242
1550494337,2019-02-18 12:52:17,Bob_the_Dog,Yak's_Bend,34242
1550494578,2019-02-18 12:56:18,Bob_the_Dog,Yak's_Bend,34244
1550494828,2019-02-18 13:00:28,Bob_the_Dog,Yak's_Bend,34244
1550495058,2019-02-18 13:04:18,Bob_the_Dog,Yak's_Bend,34244
1550495298,2019-02-18 13:08:18,Bob_the_Dog,Yak's_Bend,34244
1550495538,2019-02-18 13:12:18,Bob_the_Dog,Yak's_Bend,34247
1550495784,2019-02-18 13:16:24,Bob_the_Dog,Yak's_Bend,34248
1550496024,2019-02-18 13:20:24,Bob_the_Dog,Yak's_Bend,34252
1550496258,2019-02-18 13:24:18,Bob_the_Dog,Yak's_Bend,34252
1550496497,2019-02-18 13:28:17,Bob_the_Dog,Yak's_Bend,34255
1550496743,2019-02-18 13:32:23,Bob_the_Dog,Yak's_Bend,34256
1550496978,2019-02-18 13:36:18,Bob_the_Dog,Yak's_Bend,34257
1550497222,2019-02-18 13:40:22,Bob_the_Dog,Yak's_Bend,34257
1550497458,2019-02-18 13:44:18,Bob_the_Dog,Yak's_Bend,34257
1550497698,2019-02-18 13:48:18,Bob_the_Dog,Yak's_Bend,34260
1550497938,2019-02-18 13:52:18,Bob_the_Dog,Yak's_Bend,34263
1550498178,2019-02-18 13:56:18,Bob_the_Dog,Yak's_Bend,34267
1550498427,2019-02-18 14:00:27,Bob_the_Dog,Yak's_Bend,34267
1550498658,2019-02-18 14:04:18,Bob_the_Dog,Yak's_Bend,34267
1550498897,2019-02-18 14:08:17,Bob_the_Dog,Yak's_Bend,34267
1550499138,2019-02-18 14:12:18,Bob_the_Dog,Yak's_Bend,34270
1550499382,2019-02-18 14:16:22,Bob_the_Dog,Yak's_Bend,34270
