<<<<<<< HEAD
1536670812,Dewey_Duck,Fort_Aspenwood,2562
1536671110,Dewey_Duck,Fort_Aspenwood,2570
1536671411,Dewey_Duck,Fort_Aspenwood,2576
1536671711,Dewey_Duck,Fort_Aspenwood,2578
1536672012,Dewey_Duck,Fort_Aspenwood,2582
1536672310,Dewey_Duck,Fort_Aspenwood,2583
1536672612,Dewey_Duck,Fort_Aspenwood,2585
1536672910,Dewey_Duck,Fort_Aspenwood,2587
1536673211,Dewey_Duck,Fort_Aspenwood,2588
1536673510,Dewey_Duck,Fort_Aspenwood,2588
1536673811,Dewey_Duck,Fort_Aspenwood,2596
1536674110,Dewey_Duck,Fort_Aspenwood,2597
1536674412,Dewey_Duck,Fort_Aspenwood,2597
1536674710,Dewey_Duck,Fort_Aspenwood,2602
1536675011,Dewey_Duck,Fort_Aspenwood,2608
1536675311,Dewey_Duck,Fort_Aspenwood,2613
1536675611,Dewey_Duck,Fort_Aspenwood,2621
1536675910,Dewey_Duck,Fort_Aspenwood,2624
1536676213,Dewey_Duck,Fort_Aspenwood,2629
1536676511,Dewey_Duck,Fort_Aspenwood,2629
1536676812,Dewey_Duck,Fort_Aspenwood,2633
1536677111,Dewey_Duck,Fort_Aspenwood,2635
1536677411,Dewey_Duck,Fort_Aspenwood,2640
1536677711,Dewey_Duck,Fort_Aspenwood,2645
1536678014,Dewey_Duck,Fort_Aspenwood,2649
1536678311,Dewey_Duck,Fort_Aspenwood,2655
1536678612,Dewey_Duck,Fort_Aspenwood,2657
1536678911,Dewey_Duck,Fort_Aspenwood,2658
1536679213,Dewey_Duck,Fort_Aspenwood,2658
1536679510,Dewey_Duck,Fort_Aspenwood,2659
1536679812,Dewey_Duck,Fort_Aspenwood,2659
=======
20180911130012,Dewey_Duck,Fort_Aspenwood,2562
20180911130510,Dewey_Duck,Fort_Aspenwood,2570
20180911131011,Dewey_Duck,Fort_Aspenwood,2576
20180911131511,Dewey_Duck,Fort_Aspenwood,2578
20180911132012,Dewey_Duck,Fort_Aspenwood,2582
20180911132510,Dewey_Duck,Fort_Aspenwood,2583
20180911133012,Dewey_Duck,Fort_Aspenwood,2585
20180911133510,Dewey_Duck,Fort_Aspenwood,2587
20180911134011,Dewey_Duck,Fort_Aspenwood,2588
20180911134510,Dewey_Duck,Fort_Aspenwood,2588
20180911135011,Dewey_Duck,Fort_Aspenwood,2596
20180911135510,Dewey_Duck,Fort_Aspenwood,2597
20180911140012,Dewey_Duck,Fort_Aspenwood,2597
20180911140510,Dewey_Duck,Fort_Aspenwood,2602
20180911141011,Dewey_Duck,Fort_Aspenwood,2608
20180911141511,Dewey_Duck,Fort_Aspenwood,2613
20180911142011,Dewey_Duck,Fort_Aspenwood,2621
20180911142510,Dewey_Duck,Fort_Aspenwood,2624
20180911143013,Dewey_Duck,Fort_Aspenwood,2629
20180911143511,Dewey_Duck,Fort_Aspenwood,2629
20180911144012,Dewey_Duck,Fort_Aspenwood,2633
20180911144511,Dewey_Duck,Fort_Aspenwood,2635
20180911145011,Dewey_Duck,Fort_Aspenwood,2640
20180911145511,Dewey_Duck,Fort_Aspenwood,2645
20180911150014,Dewey_Duck,Fort_Aspenwood,2649
20180911150511,Dewey_Duck,Fort_Aspenwood,2655
20180911151012,Dewey_Duck,Fort_Aspenwood,2657
20180911151511,Dewey_Duck,Fort_Aspenwood,2658
20180911152013,Dewey_Duck,Fort_Aspenwood,2658
20180911152510,Dewey_Duck,Fort_Aspenwood,2659
20180911153012,Dewey_Duck,Fort_Aspenwood,2659
20180911153511,Dewey_Duck,Fort_Aspenwood,2663
20180911154011,Dewey_Duck,Fort_Aspenwood,2665
20180911154512,Dewey_Duck,Fort_Aspenwood,2672
>>>>>>> 1b16e6796a519a6dd44ecd326a40ea806fe6312d
1536670812,Dewey_Duck,Fort_Aspenwood,2562
1536671110,Dewey_Duck,Fort_Aspenwood,2570
1536671411,Dewey_Duck,Fort_Aspenwood,2576
1536671711,Dewey_Duck,Fort_Aspenwood,2578
1536672012,Dewey_Duck,Fort_Aspenwood,2582
1536672310,Dewey_Duck,Fort_Aspenwood,2583
1536672612,Dewey_Duck,Fort_Aspenwood,2585
1536672910,Dewey_Duck,Fort_Aspenwood,2587
1536673211,Dewey_Duck,Fort_Aspenwood,2588
1536673510,Dewey_Duck,Fort_Aspenwood,2588
1536673811,Dewey_Duck,Fort_Aspenwood,2596
1536674110,Dewey_Duck,Fort_Aspenwood,2597
1536674412,Dewey_Duck,Fort_Aspenwood,2597
1536674710,Dewey_Duck,Fort_Aspenwood,2602
1536675011,Dewey_Duck,Fort_Aspenwood,2608
1536675311,Dewey_Duck,Fort_Aspenwood,2613
1536675611,Dewey_Duck,Fort_Aspenwood,2621
1536675910,Dewey_Duck,Fort_Aspenwood,2624
1536676213,Dewey_Duck,Fort_Aspenwood,2629
