<<<<<<< HEAD
1536667212,Spider_Man,Eredon_Terrace,2333
1536667510,Spider_Man,Eredon_Terrace,2341
1536667811,Spider_Man,Eredon_Terrace,2342
1536668110,Spider_Man,Eredon_Terrace,2347
1536668411,Spider_Man,Eredon_Terrace,2347
1536668710,Spider_Man,Eredon_Terrace,2353
1536669012,Spider_Man,Eredon_Terrace,2358
1536669310,Spider_Man,Eredon_Terrace,2366
1536669611,Spider_Man,Eredon_Terrace,2373
1536669910,Spider_Man,Eredon_Terrace,2373
1536670211,Spider_Man,Eredon_Terrace,2378
1536670511,Spider_Man,Eredon_Terrace,2386
1536670812,Spider_Man,Eredon_Terrace,2391
1536671110,Spider_Man,Eredon_Terrace,2398
1536671411,Spider_Man,Eredon_Terrace,2404
1536671711,Spider_Man,Eredon_Terrace,2405
1536672012,Spider_Man,Eredon_Terrace,2409
1536672310,Spider_Man,Eredon_Terrace,2410
1536672612,Spider_Man,Eredon_Terrace,2410
1536672910,Spider_Man,Eredon_Terrace,2414
1536673211,Spider_Man,Eredon_Terrace,2422
1536673510,Spider_Man,Eredon_Terrace,2422
1536673811,Spider_Man,Eredon_Terrace,2422
1536674110,Spider_Man,Eredon_Terrace,2427
1536674412,Spider_Man,Eredon_Terrace,2435
1536674710,Spider_Man,Eredon_Terrace,2436
1536675011,Spider_Man,Eredon_Terrace,2443
1536675311,Spider_Man,Eredon_Terrace,2443
1536675611,Spider_Man,Eredon_Terrace,2451
1536675910,Spider_Man,Eredon_Terrace,2458
1536676213,Spider_Man,Eredon_Terrace,2463
1536676511,Spider_Man,Eredon_Terrace,2468
1536676812,Spider_Man,Eredon_Terrace,2475
1536677111,Spider_Man,Eredon_Terrace,2476
1536677411,Spider_Man,Eredon_Terrace,2482
1536677711,Spider_Man,Eredon_Terrace,2486
1536678014,Spider_Man,Eredon_Terrace,2493
1536678311,Spider_Man,Eredon_Terrace,2495
1536678612,Spider_Man,Eredon_Terrace,2503
1536678911,Spider_Man,Eredon_Terrace,2511
1536679213,Spider_Man,Eredon_Terrace,2516
