1,Sylvester,Henge_of_Denravi,10,4,,16,3,,5,10,,13,3,,19,1,,8,9,,11,7,,10,4,,92
2,Nite_Hawk,Kaineng,,,,7,9,,14,1,,24,1,,3,10,,16,2,,10,8,,13,2,,87
3,Bob_the_Dog,Yak's_Bend,12,3,,16,3,,6,9,,6,9,,11,5,,12,5,,15,3,,4,10,,82
4,Tasmanian_Devil,Gunnar's_Hold,12,3,,20,1,,10,5,,11,5,,6,8,,10,7,,9,9,,,,,78
5,Khan,Yak's_Bend,,,,15,4,,7,8,,12,4,,5,9,,14,3,,15,3,,8,6,,76
6,We_Are_Bob,Yak's_Bend,,,,11,7,,7,8,,12,4,,18,2,,9,8,,7,11,,11,3,,75
7,Donald_Duck,Kodash,,,,6,10,,10,5,,13,3,,17,3,,9,8,,8,10,,6,8,,69
7,Riker,Yak's_Bend,,,,5,11,,11,4,,8,7,,6,8,,22,1,,14,4,,3,11,,69
8,Minnie_Mouse,Ferguson's_Crossing,13,2,,13,5,,12,3,,18,2,,12,4,,,,,,,,,,,68
9,Homer,Yak's_Bend,,,,6,10,,5,10,,,,,11,5,,14,3,,15,3,,15,1,,66
10,Fred_Flintstone,Maguuma,,,,12,6,,7,8,,2,11,,9,6,,16,2,,9,9,,8,6,,63
11,Huey_Duck,Fissure_of_Woe,17,1,,13,5,,13,2,,7,8,,11,5,,,,,,,,,,,61
11,Kvothe,Yak's_Bend,,,,11,7,,14,1,,13,3,,7,7,,5,12,,7,11,,4,10,,61
12,Nite_Owl,Jade_Sea,,,,10,8,,5,10,,7,8,,9,6,,6,11,,8,10,,9,5,,54
13,Legion,Yak's_Bend,,,,1,12,,8,7,,8,7,,7,7,,10,7,,10,8,,4,10,,48
14,Mario,Gate_of_Madness,4,8,,17,2,,9,6,,12,4,,5,9,,,,,,,,,,,47
15,Barney_Rubble,Gandara,13,2,,6,10,,11,4,,9,6,,5,9,,,,,,,,,,,44
16,Bart,Jade_Quarry,,,,13,5,,7,8,,7,8,,6,8,,,,,,,,,,,33
16,Blue_Beetle,Ruins_of_Surmia,,,,,,,,,,,,,,,,9,8,,11,7,,13,2,,33
16,Elmer_Fudd,Sea_of_Sorrows,,,,,,,,,,,,,,,,11,6,,14,4,,8,6,,33
16,Superman,Piken_Square,,,,,,,,,,,,,,,,9,8,,16,2,,8,6,,33
17,Daffy_Duck,Ruins_of_Surmia,,,,,,,,,,,,,,,,14,3,,13,5,,5,9,,32
17,Vic_Sage,Underworld,,,,,,,,,,,,,,,,11,6,,15,3,,6,8,,32
18,Batgirl,Ruins_of_Surmia,,,,,,,,,,,,,,,,8,9,,18,1,,3,11,,29
19,Tigger,Riverside,,,,,,,,,,,,,,,,13,4,,11,7,,3,11,,27
19,Wally_West,Underworld,,,,,,,,,,,,,,,,5,12,,14,4,,8,6,,27
20,Stitch!,Ring_of_Fire,,,,,,,,,,,,,,,,10,7,,6,12,,10,4,,26
20,Tim_Drake,Underworld,,,,,,,,,,,,,,,,7,10,,12,6,,7,7,,26
21,Barbara_Gordon,Ruins_of_Surmia,,,,,,,,,,,,,,,,8,9,,14,4,,3,11,,25
22,Pink_Panther,Miller's_Sound,,,,,,,,,,,,,,,,13,4,,10,8,,1,12,,24
22,Woody_Woodpecker,Isle_of_Janthir,,,,5,11,,8,7,,5,10,,6,8,,,,,,,,,,,24
23,Eric_Cartman,Sanctum_of_Rall,,,,,,,,,,,,,,,,7,10,,9,9,,4,10,,20
24,Wonder_Woman,Underworld,,,,,,,,,,,,,,,,5,12,,6,12,,8,6,,19
25,Spider_Man,Eredon_Terrace,12,3,,,,,,,,,,,,,,,,,,,,,,,12
26,Louie_Duck,Fort_Ranik,8,5,,,,,,,,,,,,,,,,,,,,,,,8
26,Superman,Blackgate,8,5,,,,,,,,,,,,,,,,,,,,,,,8
27,Starman,Blackgate,7,6,,,,,,,,,,,,,,,,,,,,,,,7
28,Dewey_Duck,Fort_Aspenwood,5,7,,,,,,,,,,,,,,,,,,,,,,,5
28,The_Joker,Blackgate,5,7,,,,,,,,,,,,,,,,,,,,,,,5
28,Yogi_Bear,Far_Shiverpeaks,5,7,,,,,,,,,,,,,,,,,,,,,,,5
29,The_Question,Blackgate,4,8,,,,,,,,,,,,,,,,,,,,,,,4
30,Homer_Simpson,Northern_Shiverpeaks,,,,,,,,,,,,,,,,,,,3,13,,,,,3
30,Ted_Kord,Blackgate,3,9,,,,,,,,,,,,,,,,,,,,,,,3
