<<<<<<< HEAD
20180906184501,Homer_Simpson,Northern_Shiverpeaks,1003
20180906185017,Homer_Simpson,Northern_Shiverpeaks,1005
20180906185525,Homer_Simpson,Northern_Shiverpeaks,1005
20180906190001,Homer_Simpson,Northern_Shiverpeaks,1007
20180906190501,Homer_Simpson,Northern_Shiverpeaks,1008
20180906191002,Homer_Simpson,Northern_Shiverpeaks,1000
20180906191512,Homer_Simpson,Northern_Shiverpeaks,1008
||||||| merged common ancestors
=======
20180906190502,Homer_Simpson,Northern_Shiverpeaks,1003
20180906191004,Homer_Simpson,Northern_Shiverpeaks,1008
20180906191502,Homer_Simpson,Northern_Shiverpeaks,1004
20180906192003,Homer_Simpson,Northern_Shiverpeaks,1008
20180906192505,Homer_Simpson,Northern_Shiverpeaks,1008
20180906193002,Homer_Simpson,Northern_Shiverpeaks,1003
20180906194011,Homer_Simpson,Northern_Shiverpeaks,1007
20180906194259,Homer_Simpson,Northern_Shiverpeaks,1005
>>>>>>> f95c0abd339601d7d1e5ed75297545dc17d9a0c5
