1534613257,Tasmanian_Devil,Gunnar's_Hold,3
1534613257,Tasmanian_Devil,Gunnar's_Hold,3
1534613865,Tasmanian_Devil,Gunnar's_Hold,3
1534613865,Tasmanian_Devil,Gunnar's_Hold,6
1534614474,Tasmanian_Devil,Gunnar's_Hold,10
1534614474,Tasmanian_Devil,Gunnar's_Hold,14
1534615081,Tasmanian_Devil,Gunnar's_Hold,14
1534615081,Tasmanian_Devil,Gunnar's_Hold,14
1534615691,Tasmanian_Devil,Gunnar's_Hold,19
1534616300,Tasmanian_Devil,Gunnar's_Hold,22
1534616911,Tasmanian_Devil,Gunnar's_Hold,24
1534617523,Tasmanian_Devil,Gunnar's_Hold,30
1534618135,Tasmanian_Devil,Gunnar's_Hold,30
1534618748,Tasmanian_Devil,Gunnar's_Hold,35
1534619361,Tasmanian_Devil,Gunnar's_Hold,37
1534619974,Tasmanian_Devil,Gunnar's_Hold,41
1534620587,Tasmanian_Devil,Gunnar's_Hold,42
1534621202,Tasmanian_Devil,Gunnar's_Hold,42
1534621817,Tasmanian_Devil,Gunnar's_Hold,42
