1,Bob_the_Dog,Yak's_Bend,29,2,17,16,28,7,19,14,31,4,23,8,,,,,,,,,,,,,,,,,,,,,,,14,4,17,9,21,8,38,1,18,8,45,1,33,4,333
2,Khan,Yak's_Bend,18,12,29,5,23,11,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,37,3,36,1,202
3,Homer,Yak's_Bend,26,5,41,2,26,8,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6,32,5,33,4,201
4,Eric_Cartman,Sanctum_of_Rall,18,12,28,6,34,2,34,2,30,5,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
5,Minnie_Mouse,Ferguson's_Crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,27,4,21,7,34,1,22,10,35,2,171
6,Riker,Yak's_Bend,14,14,20,14,24,10,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,25,9,20,10,163
7,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,36,2,26,4,9,5,42,1,21,8,,,,,,,,,159
7,Kvothe,Yak's_Bend,30,1,27,7,26,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8,21,9,159
7,We_Are_Bob,Yak's_Bend,17,13,24,10,24,10,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2,23,8,159
8,Sylvester,Henge_of_Denravi,24,6,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8,28,2,36,4,14,11,158
9,Shiny!,Anvil_Rock,,,,,,,,,,,,,20,2,26,1,15,2,19,1,31,1,17,2,29,2,,,,,,,,,,,,,,,,,,,,,,,157
10,Elmer_Fudd,Sea_of_Sorrows,23,7,13,18,24,10,40,1,13,14,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155
11,Daffy_Duck,Ruins_of_Surmia,27,4,23,11,14,16,27,9,39,1,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152
11,Skritt_Forager,Abaddon's_Mouth,,,,,,,,,,,,,23,1,15,2,32,1,18,2,22,2,26,1,16,4,,,,,,,,,,,,,,,,,,,,,,,152
