1,Sylvester,Henge_of_Denravi,10,4,7,7,14,7,6,7,12,4,16,3,20,2,18,2,4,11,10,6,15,2,14,1,146
2,Dewey_Duck,Fort_Aspenwood,9,5,9,5,22,2,9,5,14,3,13,6,9,9,6,11,15,3,15,3,15,2,9,4,145
3,Bob_the_Dog,Yak's_Bend,4,7,8,6,18,6,12,3,10,6,11,7,24,1,11,6,9,7,9,7,16,1,3,9,135
4,Huey_Duck,Fissure_of_Woe,4,7,6,8,14,7,13,2,11,5,15,4,14,5,18,2,21,1,7,9,4,10,3,9,130
5,Homer,Yak's_Bend,11,3,9,5,14,7,6,7,11,5,13,6,12,7,12,5,14,4,13,5,10,7,2,10,127
5,Tasmanian_Devil,Gunnar's_Hold,5,6,,,10,9,16,1,12,4,11,7,16,4,8,9,8,8,19,1,11,6,11,2,127
6,Louie_Duck,Fort_Ranik,3,8,6,8,21,3,5,8,17,1,10,8,19,3,8,9,7,9,13,5,10,7,7,6,126
7,Minnie_Mouse,Ferguson's_Crossing,11,3,13,2,20,4,6,7,14,3,14,5,5,10,7,10,9,7,4,11,9,8,4,8,116
8,Khan,Yak's_Bend,13,1,11,3,18,6,6,7,3,11,17,2,10,8,5,12,6,10,9,7,13,4,4,8,115
9,We_Are_Bob,Yak's_Bend,,,,,,,,,14,3,16,3,20,2,6,11,14,4,18,2,13,4,11,2,112
10,Riker,Yak's_Bend,9,5,6,8,23,1,10,4,4,10,6,10,,,9,8,8,8,15,3,11,6,8,5,109
11,Donald_Duck,Kodash,,,,,,,,,11,5,16,3,13,6,10,7,20,2,13,5,13,4,10,3,106
12,Nite_Hawk,Kaineng,,,,,,,,,9,7,22,1,13,6,18,2,11,5,4,11,13,4,10,3,100
13,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,10,6,15,4,10,8,17,3,10,6,14,4,11,6,7,6,94
14,Starman,Blackgate,10,4,10,4,20,4,12,3,6,8,9,9,14,5,12,5,,,,,,,,,93
15,Fred_Flintstone,Maguuma,,,,,,,,,16,2,11,7,12,7,19,1,8,8,8,8,14,3,4,8,92
16,Kvothe,Yak's_Bend,,,,,,,,,5,9,6,10,14,5,10,7,15,3,14,4,12,5,6,7,82
17,Superman,Blackgate,5,6,7,7,12,8,13,2,10,6,13,6,13,6,8,9,,,,,,,,,81
18,Legion,Yak's_Bend,,,,,,,,,12,4,4,11,9,9,13,4,15,3,5,10,7,9,6,7,71
19,Yogi_Bear,Far_Shiverpeaks,10,4,14,1,23,1,2,9,,,,,,,,,,,,,,,,,49
20,Spider_Man,Eredon_Terrace,12,2,4,9,19,5,7,6,,,,,,,,,,,,,,,,,42
