1,Bob_the_Dog,Yak's_Bend,22,6,35,1,27,2,19,12,20,7,17,11,,,,,,,,,,,,,,,,,,,,,,,6,5,27,3,36,2,15,8,34,1,26,8,33,1,317
2,Homer,Yak's_Bend,24,5,25,7,24,4,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,5,33,2,17,12,166
3,Khan,Yak's_Bend,24,5,23,9,19,8,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3,5,14,25,6,154
4,Kvothe,Yak's_Bend,25,4,28,4,21,6,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,27,5,152
4,Riker,Yak's_Bend,20,8,12,16,19,8,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,7,26,8,31,3,152
5,Daffy_Duck,Ruins_of_Surmia,28,2,24,8,16,10,20,11,24,5,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150
6,We_Are_Bob,Yak's_Bend,16,12,29,3,21,6,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,13,25,6,149
7,Batgirl,Ruins_of_Surmia,21,7,21,11,25,3,35,3,13,13,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146
8,Eric_Cartman,Sanctum_of_Rall,17,11,27,5,18,9,27,5,25,4,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143
9,Elmer_Fudd,Sea_of_Sorrows,21,7,28,4,18,9,26,6,26,3,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140
10,Minnie_Mouse,Ferguson's_Crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,16,11,23,6,28,4,20,12,32,2,136
11,Donald_Duck,Kodash,33,1,19,12,10,15,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10,25,6,135
12,Barbara_Gordon,Ruins_of_Surmia,18,10,31,2,18,9,25,7,19,8,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134
13,Sylvester,Henge_of_Denravi,18,10,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,18,11,24,9,32,2,133
14,Tim_Drake,Underworld,25,4,17,13,18,9,26,6,17,10,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129
15,Wonder_Woman,Underworld,19,9,17,13,20,7,22,9,25,4,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128
16,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,16,4,17,4,10,2,27,3,34,3,,,,,,,,,126
17,Legion,Yak's_Bend,16,12,17,13,25,3,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,7,18,11,124
18,Spider_Man,Eredon_Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,25,6,29,3,33,2,,,,,123
19,Starman,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7,38,1,14,9,17,12,31,4,,,122
20,Fred_Flintstone,Maguuma,12,15,29,3,13,13,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,21,9,119
20,Tasmanian_Devil,Gunnar's_Hold,15,13,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,23,8,23,10,23,7,119
21,Yogi_Bear,Far_Shiverpeaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,30,4,31,1,21,9,,,,,113
22,Wally_West,Underworld,22,6,26,6,19,8,17,13,14,12,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
23,Superman,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6,21,8,26,4,18,11,22,11,,,110
24,Blue_Beetle,Ruins_of_Surmia,27,3,7,18,15,11,21,10,30,1,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109
24,Huey_Duck,Fissure_of_Woe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10,25,5,27,5,28,6,10,14,109
25,Louie_Duck,Fort_Ranik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9,30,2,19,10,26,8,13,13,108
