1,Riker,Yak's_Bend,5,2,5,5,11,1,3,6,5,4,3,8,9,2,1,10,,,10,1,7,2,5,3,64
2,Bob_the_Dog,Yak's_Bend,2,4,3,7,1,8,,,6,3,7,4,7,3,9,2,6,5,9,2,,,8,2,58
3,Legion,Yak's_Bend,,,,,,,,,9,2,6,5,9,2,10,1,5,6,3,7,5,4,10,1,57
4,Tasmanian_Devil,Gunnar's_Hold,1,5,1,8,2,7,12,1,9,2,5,6,,,3,8,9,2,4,6,5,4,5,3,56
5,Khan,Yak's_Bend,3,3,3,7,9,3,2,7,,,7,4,6,4,7,4,7,4,5,5,6,3,,,55
6,Minnie_Mouse,Ferguson's_Crossing,5,2,3,7,10,2,4,5,10,1,2,9,1,9,4,7,5,6,,,7,2,3,5,54
7,Huey_Duck,Fissure_of_Woe,5,2,,,3,6,3,6,6,3,5,6,5,5,,,10,1,6,4,10,1,,,53
8,Superman,Blackgate,1,5,4,6,2,7,10,2,5,4,11,2,13,1,5,6,,,,,,,,,51
8,Sylvester,Henge_of_Denravi,2,4,13,1,,,9,3,2,7,6,5,4,6,6,5,,,,,4,5,5,3,51
9,Homer,Yak's_Bend,3,3,8,3,4,5,1,8,1,8,3,8,9,2,,,9,2,3,7,6,3,2,6,49
9,Louie_Duck,Fort_Ranik,,,12,2,1,8,1,8,10,1,8,3,4,6,5,6,1,9,,,3,6,4,4,49
10,Dewey_Duck,Fort_Aspenwood,3,3,,,5,4,6,4,9,2,3,8,,,8,3,2,8,1,9,6,3,5,3,48
11,Nite_Hawk,Kaineng,,,,,,,,,3,6,4,7,9,2,6,5,8,3,7,3,4,5,5,3,46
12,Kvothe,Yak's_Bend,,,,,,,,,6,3,7,4,3,7,6,5,5,6,6,4,7,2,5,3,45
13,Starman,Blackgate,5,2,7,4,9,3,4,5,3,6,6,5,7,3,3,8,,,,,,,,,44
14,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,,,12,1,9,2,4,7,3,7,6,4,4,5,4,4,42
15,Fred_Flintstone,Maguuma,,,,,,,,,5,4,8,3,1,9,10,1,6,5,5,5,2,7,4,4,41
16,Donald_Duck,Kodash,,,,,,,,,6,3,3,8,9,2,2,9,2,8,4,6,10,1,4,4,40
17,We_Are_Bob,Yak's_Bend,,,,,,,,,4,5,1,10,2,8,5,6,2,8,2,8,1,8,5,3,22
17,Yogi_Bear,Far_Shiverpeaks,9,1,4,6,3,6,6,4,,,,,,,,,,,,,,,,,22
18,Spider_Man,Eredon_Terrace,1,5,5,5,9,3,1,8,,,,,,,,,,,,,,,,,16
