1,Bob_the_Dog,Yak's_Bend,22,5,34,1,33,1,34,2,18,9,4,15,,,,,,,,,,,,,,,,,,,,,,,20,3,7,10,16,7,24,4,12,8,22,8,16,11,262
2,Homer,Yak's_Bend,22,5,28,3,16,12,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5,20,9,35,1,180
3,Riker,Yak's_Bend,26,2,14,12,25,4,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,23,7,22,7,157
4,Legion,Yak's_Bend,22,5,18,9,22,6,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,29,3,137
5,Tasmanian_Devil,Gunnar's_Hold,18,9,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,15,6,18,10,29,3,131
6,Barbara_Gordon,Ruins_of_Surmia,19,8,19,8,13,15,34,2,22,5,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130
7,Fred_Flintstone,Maguuma,20,7,20,7,15,13,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3,17,10,128
7,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,24,3,28,1,13,5,21,3,20,4,,,,,,,,,128
8,Batgirl,Ruins_of_Surmia,20,7,19,8,21,7,28,6,16,11,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
9,We_Are_Bob,Yak's_Bend,8,17,20,7,19,9,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,7,26,4,124
10,Donald_Duck,Kodash,21,6,24,4,13,15,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,23,6,122
11,Eric_Cartman,Sanctum_of_Rall,10,15,16,10,30,2,21,11,21,6,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120
12,Blue_Beetle,Ruins_of_Surmia,22,5,23,5,19,9,20,12,25,4,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119
12,Elmer_Fudd,Sea_of_Sorrows,23,4,19,8,17,11,19,13,20,7,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119
13,Kvothe,Yak's_Bend,24,3,15,11,16,12,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,17,10,117
13,Vic_Sage,Underworld,14,13,16,10,19,9,30,4,17,10,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
14,Minnie_Mouse,Ferguson's_Crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,8,9,11,15,5,25,2,29,2,21,8,113
