1,Khan,Yak's_Bend,16,1,18,2,13,3,16,1,16,3,9,8,15,3,10,8,17,2,11,4,9,6,12,3,162
2,Dewey_Duck,Fort_Aspenwood,11,3,11,5,17,1,15,2,24,1,16,3,12,5,4,11,17,2,7,8,13,3,3,9,150
3,Louie_Duck,Fort_Ranik,16,1,8,7,13,3,12,5,16,3,9,8,7,10,14,5,15,4,17,1,14,2,8,6,149
4,Bob_the_Dog,Yak's_Bend,9,5,11,5,14,2,7,8,8,9,4,10,17,2,16,4,18,1,9,6,12,4,12,3,137
5,Minnie_Mouse,Ferguson's_Crossing,8,6,12,4,12,4,13,4,15,4,10,7,7,10,11,7,12,6,13,3,13,3,5,7,131
6,Huey_Duck,Fissure_of_Woe,12,2,5,8,7,7,13,4,14,5,10,7,11,6,17,3,11,7,9,6,9,6,10,5,128
7,Tasmanian_Devil,Gunnar's_Hold,7,7,13,3,7,7,10,6,7,10,14,4,11,6,14,5,14,5,10,5,13,3,4,8,124
8,Homer,Yak's_Bend,9,5,13,3,10,5,10,6,12,7,18,2,8,9,12,6,3,10,10,5,13,3,4,8,122
9,Sylvester,Henge_of_Denravi,4,8,12,4,8,6,9,7,6,11,3,11,10,7,18,2,16,3,9,6,17,1,8,6,120
10,Riker,Yak's_Bend,8,6,9,6,3,8,14,3,14,5,9,8,12,5,6,10,17,2,8,7,6,8,11,4,117
11,Superman,Blackgate,8,6,9,6,12,4,15,2,12,7,19,1,13,4,17,3,,,,,,,,,105
12,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,3,13,12,6,21,1,18,2,17,2,17,1,6,8,5,7,99
13,Starman,Blackgate,10,4,11,5,12,4,7,8,17,2,14,4,11,6,11,7,,,,,,,,,93
14,We_Are_Bob,Yak's_Bend,,,,,,,,,11,8,16,3,13,4,19,1,9,9,14,2,9,6,1,10,92
15,Kvothe,Yak's_Bend,,,,,,,,,13,6,12,6,9,8,10,8,11,7,14,2,8,7,12,3,89
16,Legion,Yak's_Bend,,,,,,,,,,,16,3,15,3,12,6,18,1,6,9,10,5,10,5,87
17,Fred_Flintstone,Maguuma,,,,,,,,,3,13,13,5,12,5,12,6,10,8,10,5,12,4,13,2,85
18,Donald_Duck,Kodash,,,,,,,,,3,13,8,9,11,6,9,9,10,8,8,7,9,6,14,1,72
19,Nite_Hawk,Kaineng,,,,,,,,,5,12,1,12,13,4,9,9,17,2,2,10,12,4,12,3,71
20,Yogi_Bear,Far_Shiverpeaks,11,3,23,1,17,1,15,2,,,,,,,,,,,,,,,,,66
21,Spider_Man,Eredon_Terrace,10,4,9,6,13,3,14,3,,,,,,,,,,,,,,,,,46
