1,Hal_Jordan,Aurora_Glade,,,,,18,2,13,6,23,2,16,1,25,1,11,7,13,6,14,2,24,1,4,4,161
2,Kyle_Rayner,Blackgate,,,,,18,2,22,2,17,4,2,4,14,6,11,7,15,4,14,2,16,4,1,7,130
3,All_Action_Hero,Blackgate,,,,,6,8,24,1,27,1,,,16,5,8,8,14,5,15,1,16,4,2,6,128
4,Darth_Maul,Aurora_Glade,,,,,13,5,20,3,17,4,,,20,3,24,1,17,2,10,5,,,,,121
5,Oh_So_Cute,Blacktide,,,,,9,7,18,4,23,2,,,23,2,11,7,12,7,9,6,12,7,1,7,118
6,Flash,Aurora_Glade,,,,,24,1,14,5,13,5,,,14,6,16,3,20,1,10,5,,,,,111
7,Jack_Knight,Aurora_Glade,,,,,12,6,7,8,8,6,8,3,10,7,19,2,16,3,12,3,14,5,,,106
8,Dick_Grayson,Aurora_Glade,,,,,13,5,11,7,21,3,,,20,3,15,4,14,5,11,4,,,,,105
8,J'onn_J'onzz,Aurora_Glade,,,,,16,3,6,9,7,7,11,2,14,6,11,7,12,7,10,5,12,7,6,3,105
9,Bruce_Wayne,Aurora_Glade,,,,,14,4,14,5,3,8,,,17,4,8,8,9,8,9,6,,,,,74
10,E'telekeli,Borlis_Pass,,,,,,,,,,,,,6,8,13,6,14,5,10,5,16,4,4,4,63
11,Quaggan,Crystal_Desert,,,,,,,,,,,,,4,9,14,5,12,7,15,1,13,6,3,5,61
12,Skritt_Forager,Abaddon's_Mouth,20,1,15,1,,,,,,,,,,,,,,,,,,,,,35
13,Daisy_Duck,Dragonbrand,,,,,,,,,,,,,,,,,,,,,20,3,6,3,26
14,Hoohoo_Heehee,Darkhaven,,,,,,,,,,,,,,,,,,,,,14,5,8,1,22
14,Janie's_Got_a_Gun,Desolation,,,,,,,,,,,,,,,,,,,,,21,2,1,7,22
15,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,11,8,7,2,18
16,Shiny!,Anvil_Rock,10,2,6,2,,,,,,,,,,,,,,,,,,,,,16
17,Mickey_Mouse,Devona's_Rest,,,,,,,,,,,,,,,,,,,,,8,9,3,5,11
