1,Goofy,Drakkar_Lake,4,1,,,,,5,1,4,4,12,1,10,3,1,7,12,1,6,5,8,3,,,62
2,Bob_the_Dog,Yak's_Bend,,,3,4,,,3,2,3,5,9,3,13,1,2,6,9,2,7,4,10,2,,,59
2,Oliver_Queen,Blackgate,4,1,7,1,,,5,1,6,3,6,5,6,4,6,4,8,3,6,5,5,5,,,59
3,Spider_Man,Eredon_Terrace,,,,,,,,,9,2,9,3,11,2,7,3,4,7,12,1,5,5,,,57
3,Yogi_Bear,Far_Shiverpeaks,,,,,,,,,4,4,12,1,10,3,5,5,8,3,8,3,10,2,,,57
4,Nightwing,Blackgate,,,5,2,,,,,,,6,5,11,2,9,2,,,11,2,12,1,,,54
5,Starman,Blackgate,,,,,,,,,13,1,7,4,,,2,6,12,1,11,2,2,6,,,47
6,Superman,Blackgate,,,,,,,,,4,4,10,2,4,6,5,5,7,4,5,6,6,4,,,41
7,Garfield,Ehmry_Bay,,,,,,,,,4,4,4,6,5,5,6,4,9,2,5,6,5,5,,,38
8,Road_Runner,Elona_Reach,,,,,,,,,2,6,6,5,,,11,1,6,5,4,7,1,7,,,30
9,Minnie_Mouse,Ferguson's_Crossing,,,,,,,,,9,2,2,7,1,7,5,5,2,8,4,7,6,4,,,29
10,Louie_Duck,Fort_Ranik,,,,,,,,,,,,,,,,,4,7,11,2,5,5,,,20
11,Dewey_Duck,Fort_Aspenwood,,,,,,,,,,,,,,,,,8,3,6,5,5,5,,,19
12,Huey_Duck,Fissure_of_Woe,,,,,,,,,,,,,,,,,5,6,6,5,1,7,,,12
13,Daisy_Duck,Dragonbrand,3,2,4,3,,,,,,,,,,,,,,,,,,,,,7
14,Mickey_Mouse,Devona's_Rest,1,3,5,2,,,,,,,,,,,,,,,,,,,,,6
15,Shiny!,Anvil_Rock,,,,,2,1,1,3,,,,,,,,,,,,,,,,,3
16,Skritt_Forager,Abaddon's_Mouth,,,,,,,1,3,,,,,,,,,,,,,,,,,1
