1,Bob_the_Dog,Yak's_Bend,113,1,,,,,,,,,,,1059,1,,214,19,,184,1,,1570
2,Superman,Blackgate,64,7,,,,,,,,987,6,,,,,102,26,,84,8,,1237
3,Riker,Yak's_Bend,,,,21,8,,33,8,,967,14,,,,,117,21,,95,4,,1233
4,Homer,Yak's_Bend,,,,9,16,,26,11,,976,10,,,,,144,20,,75,12,,1230
5,Kvothe,Yak's_Bend,3,42,,26,4,,41,5,,937,21,,16,27,,107,24,,95,4,,1225
6,Blue_Beetle,Ruins_of_Surmia,69,6,,,,,,,,,,,1014,3,,49,40,,91,7,,1223
7,Batgirl,Ruins_of_Surmia,48,19,,13,13,,,,,,,,1003,9,,54,37,,95,4,,1213
8,Donald_Duck,Kodash,,,,,,,60,2,,940,20,,20,26,,111,23,,81,10,,1212
9,Minnie_Mouse,Ferguson's_Crossing,79,5,,7,18,,,,,948,18,,66,24,,75,32,,36,28,,1211
10,Stitch!,Ring_of_Fire,60,10,,,,,,,,,,,991,16,,52,38,,99,2,,1202
11,Khan,Yak's_Bend,,,,12,14,,52,4,,945,19,,5,32,,112,22,,75,12,,1201
12,We_Are_Bob,Yak's_Bend,,,,1,24,,36,7,,973,11,,5,32,,98,27,,84,8,,1197
13,Huey_Duck,Fissure_of_Woe,83,4,,8,17,,,,,969,13,,27,25,,71,34,,34,30,,1192
13,Vic_Sage,Underworld,55,14,,8,17,,,,,,,,1011,4,,40,47,,78,11,,1192
14,Eric_Cartman,Sanctum_of_Rall,53,15,,26,4,,,,,,,,1005,7,,24,57,,82,9,,1190
15,Fred_Flintstone,Maguuma,,,,2,23,,56,3,,928,22,,10,30,,90,28,,96,3,,1182
15,Sylvester,Henge_of_Denravi,35,27,,,,,29,9,,977,9,,,,,83,29,,58,20,,1182
16,Goofy,Drakkar_Lake,44,21,,,,,,,,,,,990,17,,79,31,,62,18,,1175
17,Barbara_Gordon,Ruins_of_Surmia,38,25,,16,10,,,,,,,,1015,2,,9,63,,93,6,,1171
18,Legion,Yak's_Bend,,,,11,15,,60,2,,923,23,,,,,103,25,,73,13,,1170
19,Superman,Piken_Square,62,8,,,,,,,,,,,985,19,,26,56,,94,5,,1167
20,Elmer_Fudd,Sea_of_Sorrows,60,10,,,,,,,,,,,998,13,,27,55,,75,12,,1160
21,Mario,Gate_of_Madness,92,3,,25,5,,,,,991,5,,,,,46,42,,4,50,,1158
22,Wally_West,Underworld,61,9,,,,,,,,,,,1002,10,,32,53,,61,19,,1156
23,Daffy_Duck,Ruins_of_Surmia,46,20,,25,5,,,,,,,,997,14,,18,59,,69,14,,1155
24,Tigger,Riverside,52,16,,,,,,,,,,,986,18,,44,43,,66,16,,1148
25,Barney_Rubble,Gandara,94,2,,11,15,,,,,982,8,,,,,50,39,,9,48,,1146
25,Wonder_Woman,Underworld,46,20,,24,6,,,,,,,,1000,11,,8,64,,68,15,,1146
26,Tim_Drake,Underworld,26,33,,38,2,,,,,,,,1004,8,,12,62,,63,17,,1143
27,Tasmanian_Devil,Gunnar's_Hold,,,,6,19,,28,10,,977,9,,,,,72,33,,54,21,,1137
28,Nite_Hawk,Kaineng,,,,3,22,,40,6,,962,15,,10,30,,81,30,,38,27,,1134
29,Daisy_Duck,Dragonbrand,52,16,,,,,,,,,,,,,,1023,1,,54,21,,1129
30,Spider_Man,Eredon_Terrace,46,20,,,,,,,,993,4,,7,31,,50,39,,30,34,,1126
31,Oliver_Queen,Blackgate,51,17,,,,,,,,,,,1000,11,,32,53,,32,32,,1115
32,The_Joker,Blackgate,40,23,,2,23,,,,,998,3,,,,,39,48,,35,29,,1114
33,Nightwing,Blackgate,34,28,,11,15,,,,,,,,980,20,,44,43,,43,24,,1112
33,Starman,Blackgate,32,30,,14,12,,,,,985,7,,3,33,,40,47,,38,27,,1112
34,The_Question,Blackgate,49,18,,,,,,,,987,6,,13,29,,35,50,,26,38,,1110
35,Yogi_Bear,Far_Shiverpeaks,49,18,,,,,,,,985,7,,2,34,,47,41,,25,39,,1108
36,Wolverine,Dzagonur,59,11,,2,23,,,,,,,,964,22,,61,36,,20,44,,1106
37,Nite_Owl,Jade_Sea,,,,4,21,,40,6,,954,17,,,,,68,35,,38,27,,1104
37,The_Hulk,Seafarer's_Rest,21,38,,22,7,,,,,,,,1007,6,,21,58,,33,31,,1104
38,Maggie_Simpson,Sorrow's_Furnace,28,32,,,,,,,,,,,1008,5,,26,56,,41,25,,1103
38,Robin,Blackgate,38,25,,,,,,,,,,,993,15,,37,49,,35,29,,1103
39,Cry_of_Frustration,Augury_Rock,33,29,,19,9,,,,,,,,,,,1004,6,,46,22,,1102
40,Ted_Kord,Blackgate,44,21,,7,18,,,,,970,12,,14,28,,42,45,,23,41,,1100
41,Pink_Panther,Miller's_Sound,39,24,,,,,5,12,,,,,1008,5,,2,65,,44,23,,1098
42,Beyond_Justice,Underworld,21,38,,9,16,,,,,,,,1003,9,,34,51,,28,36,,1095
42,Marge_Simpson,Stormbluff_Isle,17,39,,7,18,,,,,,,,1005,7,,43,44,,23,41,,1095
43,Quaggan,Crystal_Desert,58,12,,,,,,,,,,,,,,1006,5,,27,37,,1091
44,Martian_Manhunter,Blackgate,46,20,,,,,,,,,,,969,21,,41,46,,30,34,,1086
45,Oracle,Blackgate,22,37,,1,24,,,,,,,,993,15,,40,47,,27,37,,1083
46,Batman,Tarnished_Coast,24,35,,,,,,,,,,,999,12,,27,55,,31,33,,1081
47,Bart,Jade_Quarry,25,34,,,,,,,,1005,2,,10,30,,39,48,,,,,1079
48,Mickey_Mouse,Devona's_Rest,31,31,,19,9,,,,,,,,,,,993,13,,34,30,,1077
49,E'telekeli,Borlis_Pass,43,22,,11,15,,,,,,,,,,,982,17,,39,26,,1075
50,Woody_Woodpecker,Isle_of_Janthir,22,37,,32,3,,,,,957,16,,13,29,,49,40,,,,,1073
51,Green_Lantern,Aurora_Glade,33,29,,,,,,,,,,,,,,1014,2,,23,41,,1070
52,All_Action_Hero,Blackgate,37,26,,,,,,,,,,,,,,1001,7,,29,35,,1067
53,Garfield,Ehmry_Bay,14,40,,,,,,,,,,,1008,5,,17,60,,27,37,,1066
54,Dewey_Duck,Fort_Aspenwood,21,38,,,,,,,,1013,1,,,,,16,61,,9,48,,1059
54,Road_Runner,Elona_Reach,14,40,,5,20,,,,,,,,993,15,,31,54,,16,46,,1059
55,Jack_Knight,Aurora_Glade,24,35,,8,17,,,,,,,,,,,994,12,,32,32,,1058
56,Louie_Duck,Fort_Ranik,26,33,,,,,,,,998,3,,,,,18,59,,14,47,,1056
57,Oh_So_Cute,Blacktide,23,36,,15,11,,,,,,,,,,,990,14,,22,42,,1050
58,Janies_Gotta_Gun,Desolation,32,30,,,,,,,,,,,,,,985,16,,18,45,,1035
59,Kyle_Rayner,Blackgate,31,31,,1,24,,,,,,,,,,,985,16,,16,46,,1033
60,Hal_Jordan,Aurora_Glade,22,37,,2,23,,,,,,,,,,,997,9,,9,48,,1030
61,Hoohoo_Heehee,Darkhaven,21,38,,3,22,,,,,,,,,,,980,18,,25,39,,1029
