1,Oh_So_Cute,Blacktide,4,4,3,6,7,3,8,3,10,1,6,4,10,1,5,3,4,6,7,4,6,5,5,1,75
2,Quaggan,Crystal_Desert,8,1,4,5,9,2,4,7,9,2,6,4,7,4,8,1,7,3,1,8,9,2,2,3,74
3,Hal_Jordan,Aurora_Glade,3,5,10,2,11,1,3,8,7,4,8,2,5,6,4,4,11,1,5,5,2,8,,,69
4,All_Action_Hero,Blackgate,3,5,11,1,9,2,10,1,8,3,8,2,,,,,5,5,7,4,5,6,,,66
5,Kyle_Rayner,Blackgate,1,7,11,1,,,6,5,7,4,7,3,8,3,5,3,4,6,4,6,7,4,5,1,65
6,J'onn_J'onzz,Aurora_Glade,1,7,3,6,7,3,5,6,3,7,7,3,6,5,7,2,11,1,3,7,6,5,1,4,60
7,Jack_Knight,Aurora_Glade,,,7,3,,,1,10,4,6,8,2,8,3,3,5,3,7,5,5,8,3,,,47
8,E'telekeli,Borlis_Pass,5,3,5,4,3,5,2,9,,,5,5,7,4,3,5,6,4,5,5,,,2,3,43
9,Hoohoo_Heehee,Darkhaven,,,,,,,,,,,10,1,3,8,4,4,10,2,8,3,4,7,,,39
9,Janie's_Got_a_Gun,Desolation,,,,,,,,,6,5,8,2,8,3,7,2,4,6,4,6,,,2,3,39
10,Mickey_Mouse,Devona's_Rest,,,,,,,,,2,8,5,5,4,7,5,3,3,7,11,2,5,6,3,2,38
11,Goofy,Drakkar_Lake,,,,,,,,,4,6,3,6,3,8,8,1,5,5,,,13,1,,,36
12,Daisy_Duck,Dragonbrand,,,,,,,,,,,1,7,9,2,7,2,7,3,5,5,2,8,2,3,33
13,Darth_Maul,Aurora_Glade,6,2,3,6,5,4,9,2,,,,,,,,,,,,,,,,,23
14,Cry_of_Frustration,Augury_Rock,,,,,,,,,,,,,,,,,,,13,1,6,5,,,19
15,Dick_Grayson,Aurora_Glade,5,3,1,8,5,4,7,4,,,,,,,,,,,,,,,,,18
16,Bruce_Wayne,Aurora_Glade,,,5,4,3,5,9,2,,,,,,,,,,,,,,,,,17
17,Lightning_Bug,Arborstone,,,,,,,,,,,,,,,,,3,7,3,7,9,2,,,15
18,Flash,Aurora_Glade,2,6,2,7,2,6,6,5,,,,,,,,,,,,,,,,,12
