1,Dewey_Duck,Fort_Aspenwood,,,7,2,8,1,5,7,8,1,6,7,5,2,12,3,2,6,7,7,6,3,15,1,81
2,Louie_Duck,Fort_Ranik,,,,,1,7,7,5,8,1,10,3,4,3,14,1,5,4,12,3,3,6,15,1,79
3,Bob_the_Dog,Yak's_Bend,,,8,1,4,4,9,3,3,5,2,9,3,4,7,7,6,3,13,2,7,2,12,2,74
4,Khan,Yak's_Bend,,,,,,,6,6,5,3,12,2,4,3,9,5,5,4,12,3,2,7,15,1,70
5,Starman,Blackgate,,,8,1,2,6,11,2,5,3,7,6,4,3,10,4,8,1,5,9,5,4,,,65
6,Huey_Duck,Fissure_of_Woe,,,2,5,5,3,11,2,,,13,1,4,3,8,6,2,6,4,10,4,5,7,5,60
6,Riker,Yak's_Bend,,,,,,,8,4,4,4,9,4,7,1,10,4,,,8,6,6,3,8,4,60
7,Minnie_Mouse,Ferguson's_Crossing,,,,,4,4,14,1,1,6,8,5,,,7,7,4,5,13,2,3,6,5,6,59
8,Homer,Yak's_Bend,,,,,,,,,4,4,2,9,4,3,13,2,8,1,8,6,8,1,11,3,58
8,Superman,Blackgate,,,,,2,6,1,8,6,2,10,3,5,2,12,3,6,3,8,6,8,1,,,58
9,Tasmanian_Devil,Gunnar's_Hold,,,3,4,3,5,6,6,4,4,5,8,2,5,7,7,5,4,13,2,,,3,8,51
10,Sylvester,Henge_of_Denravi,,,,,7,2,5,7,,,2,9,,,8,6,2,6,5,9,8,1,11,3,48
11,Kvothe,Yak's_Bend,,,,,,,,,,,,,,,2,9,6,3,10,4,5,4,8,4,31
12,Nite_Hawk,Kaineng,,,,,,,,,,,,,,,7,7,7,2,2,11,2,7,12,2,30
12,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,,,,,,,4,8,5,4,9,5,7,2,5,6,30
13,Donald_Duck,Kodash,,,,,,,,,,,,,,,4,8,4,5,14,1,7,2,,,29
13,Spider_Man,Eredon_Terrace,,,,,3,5,8,4,5,3,9,4,4,3,,,,,,,,,,,29
14,Yogi_Bear,Far_Shiverpeaks,,,4,3,5,3,6,6,1,6,5,8,7,1,,,,,,,,,,,28
15,We_Are_Bob,Yak's_Bend,,,,,,,,,,,,,,,8,6,2,6,6,8,5,4,4,7,25
16,Fred_Flintstone,Maguuma,,,,,,,,,,,,,,,,,8,1,5,9,6,3,5,6,24
17,Legion,Yak's_Bend,,,,,,,,,,,,,,,7,7,2,6,2,11,5,4,,,16
18,biot.4721,Gandara,,,,,,,,,,,,,,,,,,,,,,,15,1,15
