1,Bob_the_Dog,Yak's_Bend,69,2,47,16,63,8,80,2,65,7,45,13,,,,,,,,,,,,,,,,,,,,,,,58,1,48,3,57,3,54,4,42,9,45,10,55,2,728
2,Khan,Yak's_Bend,79,1,51,14,63,8,61,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2,50,7,52,4,423
3,Barbara_Gordon,Ruins_of_Surmia,60,8,68,4,69,3,69,7,71,4,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409
4,Shiny!,Anvil_Rock,,,,,,,,,,,,,59,1,61,1,71,1,50,2,67,1,64,1,,,,,,,,,,,,,,,,,,,,,,,,,372
5,Vic_Sage,Underworld,67,3,51,14,44,17,55,16,74,3,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363
6,Fred_Flintstone,Maguuma,53,12,68,4,61,9,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11,53,3,362
7,Batgirl,Ruins_of_Surmia,44,19,77,1,56,13,63,10,75,2,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358
8,Wonder_Woman,Underworld,50,15,51,14,61,9,70,6,63,8,61,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356
9,Riker,Yak's_Bend,63,5,58,10,58,11,51,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,11,41,12,44,12,354
10,Daffy_Duck,Ruins_of_Surmia,56,10,60,8,65,7,56,15,57,9,59,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353
11,Wally_West,Underworld,50,15,62,6,60,10,79,3,56,10,44,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351
12,We_Are_Bob,Yak's_Bend,50,15,68,4,61,9,66,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,39,14,350
13,Tim_Drake,Underworld,61,7,54,12,54,14,71,5,55,11,54,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349
14,Skritt_Forager,Abaddon's_Mouth,,,,,,,,,,,,,59,1,55,2,59,2,65,1,52,2,55,2,,,,,,,,,,,,,,,,,,,,,,,,,345
15,Elmer_Fudd,Sea_of_Sorrows,49,16,51,14,66,6,71,5,57,9,47,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341
16,Legion,Yak's_Bend,63,5,39,17,72,1,68,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,8,51,5,340
17,Blue_Beetle,Ruins_of_Surmia,48,17,56,11,70,2,58,14,44,14,61,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337
17,Donald_Duck,Kodash,52,13,59,9,72,1,70,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,13,47,9,337
18,Kvothe,Yak's_Bend,55,11,53,13,68,4,62,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,10,52,4,335
19,Eric_Cartman,Sanctum_of_Rall,32,22,77,1,52,15,59,13,65,7,49,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334
20,Homer,Yak's_Bend,33,21,50,15,67,5,56,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,7,50,7,30,15,332
21,Tasmanian_Devil,Gunnar's_Hold,64,4,61,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2,40,10,46,9,49,7,317
