1,Bob_the_Dog,Yak's_Bend,14,3,11,7,18,3,14,5,18,3,16,7,16,7,21,1,19,4,21,2,13,10,14,2,195
2,Louie_Duck,Fort_Ranik,12,5,15,4,16,5,12,6,21,1,8,11,23,2,15,5,24,2,12,7,11,11,14,2,183
3,Sylvester,Henge_of_Denravi,13,4,15,4,17,4,20,2,17,4,24,2,19,4,5,12,19,4,15,5,10,12,7,8,181
4,Minnie_Mouse,Ferguson's_Crossing,18,1,11,7,16,5,7,8,12,7,23,3,18,5,8,11,16,7,18,4,17,8,15,1,179
5,Huey_Duck,Fissure_of_Woe,7,10,21,1,18,3,14,5,10,9,26,1,13,9,9,10,13,8,21,2,15,9,7,8,174
6,Tasmanian_Devil,Gunnar's_Hold,9,8,12,6,14,6,11,7,18,3,18,5,20,3,20,2,11,9,11,8,20,5,7,8,171
7,Riker,Yak's_Bend,14,3,12,6,18,3,14,5,4,11,18,5,17,6,12,7,19,4,9,10,21,4,6,9,164
8,Khan,Yak's_Bend,8,9,9,9,13,7,12,6,14,6,5,12,18,5,18,3,16,7,12,7,24,1,12,4,161
9,Homer,Yak's_Bend,4,11,10,8,20,1,15,4,10,9,17,6,13,9,12,7,17,6,13,6,19,6,9,6,159
10,Dewey_Duck,Fort_Aspenwood,11,6,8,10,19,2,11,7,11,8,9,10,16,7,15,5,13,8,10,9,23,2,7,8,153
11,Superman,Blackgate,10,7,18,3,20,1,23,1,19,2,14,8,24,1,14,6,,,,,,,,,142
12,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,12,7,17,6,17,6,9,10,22,3,15,5,24,1,13,3,129
13,Starman,Blackgate,4,11,19,2,19,2,17,3,17,4,14,8,19,4,18,3,,,,,,,,,127
14,Donald_Duck,Kodash,,,,,,,,,14,6,26,1,15,8,11,8,17,6,13,6,18,7,9,6,123
15,Nite_Hawk,Kaineng,,,,,,,,,17,4,14,8,19,4,10,9,19,4,19,3,18,7,5,10,121
16,Kvothe,Yak's_Bend,,,,,,,,,16,5,20,4,10,11,18,3,13,8,21,2,10,12,11,5,119
16,We_Are_Bob,Yak's_Bend,,,,,,,,,12,7,18,5,6,12,8,11,25,1,24,1,21,4,5,10,119
17,Legion,Yak's_Bend,,,,,,,,,8,10,9,10,13,9,12,7,24,2,21,2,15,9,14,2,116
18,Fred_Flintstone,Maguuma,,,,,,,,,8,10,13,9,12,10,17,4,18,5,13,6,22,3,8,7,111
19,Yogi_Bear,Far_Shiverpeaks,11,6,13,5,19,2,6,9,,,,,,,,,,,,,,,,,49
20,Spider_Man,Eredon_Terrace,16,2,5,11,16,5,11,7,,,,,,,,,,,,,,,,,48
21,biot.4721,Gandara,,,,,,,,,,,,,,,2,13,,,,,,,,,2
