1,Bob_the_Dog,Yak's_Bend,22,10,18,18,21,11,17,17,19,8,31,2,,,,,,,,,,,,,,,,,,,,,,,12,4,15,4,25,6,21,5,22,8,35,1,29,4,287
2,Khan,Yak's_Bend,31,4,19,17,30,5,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,24,7,23,8,192
2,Riker,Yak's_Bend,35,2,17,19,18,13,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,7,28,4,26,7,192
3,Shiny!,Anvil_Rock,,,,,,,,,,,,,20,2,34,1,33,1,28,1,33,1,12,2,11,5,,,,,,,,,,,,,,,,,,,,,,,171
4,Daffy_Duck,Ruins_of_Surmia,18,13,38,3,35,2,27,9,30,3,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166
4,Skritt_Forager,Abaddon's_Mouth,,,,,,,,,,,,,28,1,31,2,15,2,28,1,16,2,29,1,19,4,,,,,,,,,,,,,,,,,,,,,,,166
5,Elmer_Fudd,Sea_of_Sorrows,23,9,21,16,35,2,36,3,26,4,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165
6,Blue_Beetle,Ruins_of_Surmia,32,3,44,1,21,11,12,19,24,6,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
6,Eric_Cartman,Sanctum_of_Rall,28,6,35,4,27,7,27,9,25,5,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
6,Legion,Yak's_Bend,21,11,29,9,31,4,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9,20,10,156
7,Batgirl,Ruins_of_Surmia,15,15,23,14,19,12,37,2,38,2,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
7,We_Are_Bob,Yak's_Bend,18,13,31,7,22,10,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,30,3,154
8,Barbara_Gordon,Ruins_of_Surmia,24,8,28,10,25,8,29,8,21,7,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152
9,Tim_Drake,Underworld,23,9,25,12,23,9,29,8,15,12,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148
9,Vic_Sage,Underworld,22,10,14,20,25,8,17,17,40,1,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148
