1,All_Action_Hero,Blackgate,5,2,3,2,3,5,4,3,14,1,4,2,3,4,9,2,8,1,7,2,5,5,3,2,68
2,Quaggan,Crystal_Desert,,,,,9,1,5,2,4,4,3,3,,,7,4,5,4,6,3,9,2,2,3,50
3,E'telekeli,Borlis_Pass,,,6,1,5,4,,,5,3,3,3,4,3,3,5,1,7,8,1,5,5,1,4,41
4,Oh_So_Cute,Blacktide,,,2,3,6,3,4,3,,,,,3,4,7,4,6,3,4,5,8,3,,,40
5,Daisy_Duck,Dragonbrand,,,,,,,,,,,,,5,2,10,1,7,2,4,5,10,1,3,2,39
6,Janie's_Got_a_Gun,Desolation,,,,,,,,,,,4,2,7,1,8,3,5,4,4,5,6,4,4,1,38
7,Darth_Maul,Aurora_Glade,5,2,2,3,7,2,9,1,6,2,,,,,,,,,,,,,,,29
8,Hoohoo_Heehee,Darkhaven,,,,,,,,,,,8,1,,,3,5,4,5,5,4,5,5,2,3,27
9,Goofy,Drakkar_Lake,,,,,,,,,,,2,4,5,2,8,3,3,6,5,4,,,,,23
10,Mickey_Mouse,Devona's_Rest,,,,,,,,,,,3,3,5,2,,,4,5,2,6,5,5,,,19
11,Lightning_Bug,Arborstone,,,,,,,,,,,,,,,,,,,6,3,10,1,,,16
12,Shiny!,Anvil_Rock,9,1,,,,,,,,,,,,,,,,,,,,,,,9
13,Cry_of_Frustration,Augury_Rock,,,,,,,,,,,,,,,,,,,,,3,6,4,1,7
