1,Tasmanian_Devil,Gunnar's_Hold,7,5,17,2,14,2,7,1,4,2,9,2,8,2,5,4,2,7,2,5,11,1,,,86
2,Minnie_Mouse,Ferguson's_Crossing,12,1,12,6,5,9,7,1,,,5,4,11,1,5,4,10,1,8,2,,,5,4,80
3,Riker,Yak's_Bend,9,3,22,1,14,2,5,2,,,9,2,5,5,2,7,1,8,3,4,3,7,6,3,79
4,Louie_Duck,Fort_Ranik,8,4,15,3,13,3,7,1,5,1,4,5,3,7,,,5,4,3,4,4,6,6,3,73
5,Huey_Duck,Fissure_of_Woe,3,8,11,7,8,6,3,4,1,4,,,8,2,9,1,7,3,1,6,2,8,9,1,62
5,Sylvester,Henge_of_Denravi,10,2,10,8,8,6,4,3,5,1,,,1,9,8,2,4,5,3,4,5,5,4,5,62
6,Khan,Yak's_Bend,5,6,7,10,8,6,4,3,,,3,6,2,8,7,3,7,3,5,3,5,5,1,8,54
7,Dewey_Duck,Fort_Aspenwood,8,4,2,12,6,8,7,1,,,,,1,9,,,8,2,5,3,5,5,7,2,49
8,Bob_the_Dog,Yak's_Bend,,,10,8,7,7,3,4,2,3,4,5,5,5,,,8,2,1,6,2,8,3,6,45
8,Homer,Yak's_Bend,3,8,14,4,3,10,3,4,4,2,6,3,,,5,4,1,8,3,4,3,7,,,45
9,Spider_Man,Eredon_Terrace,10,2,13,5,12,4,7,1,,,,,,,,,,,,,,,,,42
9,We_Are_Bob,Yak's_Bend,,,,,,,,,,,5,4,6,4,5,4,3,6,12,1,5,5,6,3,42
10,Starman,Blackgate,2,9,8,9,11,5,5,2,4,2,,,5,5,4,5,,,,,,,,,39
11,Superman,Blackgate,4,7,3,11,15,1,5,2,1,4,2,7,6,4,,,,,,,,,,,36
12,Fred_Flintstone,Maguuma,,,,,,,,,,,10,1,2,8,3,6,,,3,4,7,3,9,1,34
13,Donald_Duck,Kodash,,,,,,,,,,,4,5,3,7,4,5,4,5,1,6,10,2,5,4,31
13,Yogi_Bear,Far_Shiverpeaks,8,4,15,3,8,6,,,,,,,,,,,,,,,,,,,31
14,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,,,,,5,5,9,1,2,7,5,3,,,5,4,26
15,Kvothe,Yak's_Bend,,,,,,,,,,,3,6,7,3,1,8,7,3,,,5,5,2,7,25
15,Legion,Yak's_Bend,,,,,,,,,,,5,4,,,1,8,5,4,5,3,6,4,3,6,25
15,Nite_Hawk,Kaineng,,,,,,,,,,,,,4,6,2,7,4,5,5,3,6,4,4,5,25
16,biot.4721,Gandara,,,,,,,,,,,,,,,,,,,,,1,9,,,1
