1,Minnie_Mouse,Ferguson's_Crossing,5,3,6,1,8,1,5,4,8,3,9,3,7,5,5,5,8,3,5,6,3,5,1,7,70
2,Homer,Yak's_Bend,4,4,6,1,3,5,4,5,9,2,5,7,2,10,4,6,7,4,10,3,5,3,8,1,67
3,Riker,Yak's_Bend,4,4,1,6,8,1,2,6,5,6,10,2,4,8,4,6,4,7,11,2,7,1,,,60
4,Dewey_Duck,Fort_Aspenwood,7,2,1,6,8,1,2,6,,,6,6,5,7,9,2,5,6,10,3,4,4,2,6,59
5,Tasmanian_Devil,Gunnar's_Hold,,,4,3,5,3,6,3,3,8,1,10,8,4,6,4,4,7,7,5,6,2,8,1,58
6,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,3,8,8,4,11,2,2,8,5,6,13,1,6,2,7,2,55
7,Huey_Duck,Fissure_of_Woe,8,1,1,6,6,2,7,2,2,9,4,8,5,7,2,8,10,2,2,9,5,3,1,7,53
8,Legion,Yak's_Bend,,,,,,,,,10,1,6,6,6,6,5,5,6,5,4,7,7,1,8,1,52
8,Starman,Blackgate,5,3,6,1,5,3,9,1,7,4,6,6,5,7,9,2,,,,,,,,,52
9,Louie_Duck,Fort_Ranik,3,5,4,3,6,2,,,2,9,11,1,6,6,5,5,3,8,3,8,6,2,2,6,51
10,Bob_the_Dog,Yak's_Bend,2,6,4,3,1,6,4,5,8,3,4,8,,,10,1,6,5,2,9,6,2,2,6,49
11,Khan,Yak's_Bend,8,1,1,6,8,1,2,6,8,3,2,9,1,11,3,7,3,8,8,4,3,5,,,47
12,Donald_Duck,Kodash,,,,,,,,,2,9,6,6,9,3,10,1,3,8,10,3,1,6,5,3,46
13,Fred_Flintstone,Maguuma,,,,,,,,,9,2,7,5,8,4,4,6,8,3,2,9,4,4,3,5,45
13,Sylvester,Henge_of_Denravi,1,7,5,2,,,1,7,6,5,7,5,3,9,7,3,3,8,5,6,7,1,,,45
14,We_Are_Bob,Yak's_Bend,,,,,,,,,3,8,1,10,13,1,4,6,11,1,1,10,4,4,5,3,42
15,Kvothe,Yak's_Bend,,,,,,,,,9,2,6,6,5,7,3,7,5,6,3,8,1,6,5,3,37
16,Nite_Hawk,Kaineng,,,,,,,,,,,9,3,,,7,3,,,7,5,5,3,4,4,32
17,Superman,Blackgate,2,6,3,4,,,5,4,4,7,6,6,6,6,4,6,,,,,,,,,30
18,Spider_Man,Eredon_Terrace,2,6,6,1,4,4,6,3,,,,,,,,,,,,,,,,,18
19,Yogi_Bear,Far_Shiverpeaks,5,3,2,5,8,1,1,7,,,,,,,,,,,,,,,,,16
20,biot.4721,Gandara,,,,,,,,,,,,,,,,,3,8,2,9,3,5,,,8
