1,Bob_the_Dog,Yak's_Bend,229,1,,235,1,,149,1,,79,6,,,,,,,,,,,692
2,Skritt_Forager,Abaddon's_Mouth,114,5,,119,4,,138,2,,158,1,,,,,,,,,,,529
3,Shiny!,Anvil_Rock,120,4,,109,9,,108,3,,105,2,,,,,,,,,,,442
4,Barbara_Gordon,Ruins_of_Surmia,114,5,,110,8,,100,6,,76,7,,,,,,,,,,,400
5,Eric_Cartman,Sanctum_of_Rall,113,6,,124,3,,97,7,,64,14,,,,,,,,,,,398
6,Wally_West,Underworld,112,7,,93,16,,94,8,,91,4,,,,,,,,,,,390
7,Blue_Beetle,Ruins_of_Surmia,90,15,,113,6,,101,5,,76,7,,,,,,,,,,,380
8,Khan,Yak's_Bend,134,2,,128,2,,69,19,,39,27,,,,,,,,,,,370
9,Vic_Sage,Underworld,90,15,,89,18,,94,8,,86,5,,,,,,,,,,,359
10,Batgirl,Ruins_of_Surmia,104,9,,95,15,,105,4,,52,19,,,,,,,,,,,356
10,Tim_Drake,Underworld,97,11,,107,10,,79,14,,73,8,,,,,,,,,,,356
11,Elmer_Fudd,Sea_of_Sorrows,86,17,,104,12,,89,10,,70,10,,,,,,,,,,,349
12,Wonder_Woman,Underworld,94,13,,105,11,,90,9,,58,15,,,,,,,,,,,347
13,Daffy_Duck,Ruins_of_Surmia,97,11,,91,17,,66,21,,92,3,,,,,,,,,,,346
14,Homer,Yak's_Bend,106,8,,110,8,,83,12,,46,23,,,,,,,,,,,345
15,Riker,Yak's_Bend,120,4,,111,7,,63,22,,40,26,,,,,,,,,,,334
16,Legion,Yak's_Bend,125,3,,75,25,,73,16,,56,17,,,,,,,,,,,329
17,Goofy,Drakkar_Lake,113,6,,104,12,,87,11,,16,37,,,,,,,,,,,320
18,We_Are_Bob,Yak's_Bend,103,10,,115,5,,63,22,,38,28,,,,,,,,,,,319
19,Fred_Flintstone,Maguuma,92,14,,96,14,,57,25,,65,13,,,,,,,,,,,310
20,The_Joker,Blackgate,67,25,,85,20,,81,13,,71,9,,,,,,,,,,,304
21,Kvothe,Yak's_Bend,88,16,,99,13,,70,18,,36,29,,,,,,,,,,,293
22,Donald_Duck,Kodash,96,12,,93,16,,47,30,,54,18,,,,,,,,,,,290
23,Tigger,Riverside,54,30,,84,21,,77,15,,64,14,,,,,,,,,,,279
24,Batman,Tarnished_Coast,69,24,,72,27,,68,20,,69,11,,,,,,,,,,,278
25,Marge_Simpson,Stormbluff_Isle,76,22,,74,26,,71,17,,48,21,,,,,,,,,,,269
26,Superman,Piken_Square,76,22,,85,20,,56,26,,51,20,,,,,,,,,,,268
27,Stitch!,Ring_of_Fire,82,18,,69,29,,73,16,,38,28,,,,,,,,,,,262
28,All_Action_Hero,Blackgate,54,30,,86,19,,60,24,,52,19,,,,,,,,,,,252
29,Oh_So_Cute,Blacktide,66,26,,66,32,,53,28,,57,16,,,,,,,,,,,242
30,Sylvester,Henge_of_Denravi,103,10,,82,23,,48,29,,6,41,,,,,,,,,,,239
31,Beyond_Justice,Underworld,63,28,,61,33,,54,27,,47,22,,,,,,,,,,,225
32,Daisy_Duck,Dragonbrand,64,27,,67,31,,63,22,,22,34,,,,,,,,,,,216
32,Quaggan,Crystal_Desert,59,29,,57,34,,62,23,,38,28,,,,,,,,,,,216
33,Starman,Blackgate,92,14,,78,24,,43,31,,,,,,,,,,,,,,213
34,Super_Jo,Blackgate,78,20,,96,14,,17,44,,4,42,,,,,,,,,,,195
35,Nightwing,Blackgate,72,23,,68,30,,48,29,,,,,,,,,,,,,,188
36,Nite_Hawk,Kaineng,76,22,,70,28,,28,41,,12,39,,,,,,,,,,,186
37,Louie_Duck,Fort_Ranik,77,21,,82,23,,13,45,,8,40,,,,,,,,,,,180
38,Dewey_Duck,Fort_Aspenwood,78,20,,86,19,,8,47,,1,44,,,,,,,,,,,173
39,Spider_Man,Eredon_Terrace,81,19,,49,37,,34,35,,3,43,,,,,,,,,,,167
40,Yogi_Bear,Far_Shiverpeaks,49,31,,83,22,,26,42,,4,42,,,,,,,,,,,162
41,Pepe_Le_Pew,Vizunah_Square,36,35,,55,35,,35,34,,34,31,,,,,,,,,,,160
42,Piglet,Whiteside_Ridge,38,33,,50,36,,38,33,,32,32,,,,,,,,,,,158
43,biot.4721,Gandara,26,39,,29,46,,30,39,,67,12,,,,,,,,,,,152
44,Huey_Duck,Fissure_of_Woe,69,24,,69,29,,9,46,,3,43,,,,,,,,,,,150
45,Chip_'n'_Dale,Vabbi,37,34,,46,38,,33,36,,32,32,,,,,,,,,,,148
46,The_Hulk,Seafarer's_Rest,48,32,,41,39,,32,37,,22,34,,,,,,,,,,,143
47,E'telekeli,Borlis_Pass,20,42,,31,44,,41,32,,45,24,,,,,,,,,,,137
48,Darth_Maul,Aurora_Glade,17,43,,30,45,,38,33,,43,25,,,,,,,,,,,128
49,Maggie_Simpson,Sorrow's_Furnace,36,35,,37,41,,31,38,,21,35,,,,,,,,,,,125
50,Pink_Panther,Miller's_Sound,25,40,,34,42,,29,40,,35,30,,,,,,,,,,,123
51,Hoohoo_Heehee,Darkhaven,37,34,,25,47,,38,33,,22,34,,,,,,,,,,,122
52,Bart_Simpson,Yak's_Bend,25,40,,23,49,,34,35,,25,33,,,,,,,,,,,107
53,Lightning_Bug,Arborstone,32,36,,34,42,,34,35,,4,42,,,,,,,,,,,104
54,Road_Runner,Elona_Reach,27,38,,38,40,,32,37,,,,,,,,,,,,,,97
55,Cry_of_Frustration,Augury_Rock,24,41,,32,43,,23,43,,14,38,,,,,,,,,,,93
56,Garfield,Ehmry_Bay,29,37,,32,43,,31,38,,,,,,,,,,,,,,92
56,Janie's_Got_a_Gun,Desolation,25,40,,24,48,,23,43,,20,36,,,,,,,,,,,92
57,Woody_Woodpecker,Isle_of_Janthir,27,38,,37,41,,,,,,,,,,,,,,,,,64
58,Homer_Simpson,Northern_Shiverpeaks,,,,2,50,,2,48,,,,,,,,,,,,,,4
