1,biot.4721,Gandara,,,,74,8,,77,1,,102,1,,,,,,,,69,2,,322
2,Bob_the_Dog,Yak's_Bend,,,,123,3,,,,,68,2,,,,,19,14,,,,,210
3,Tasmanian_Devil,Gunnar's_Hold,11,3,,103,5,,20,11,,,,,37,7,,1,26,,,,,172
4,Sylvester,Henge_of_Denravi,9,4,,130,1,,,,,6,20,,26,9,,,,,,,,171
5,Mario,Gate_of_Madness,18,1,,103,5,,1,15,,23,8,,25,10,,,,,,,,170
6,Huey_Duck,Fissure_of_Woe,3,9,,126,2,,,,,,,,39,6,,,,,,,,168
7,Barney_Rubble,Gandara,16,2,,109,4,,,,,,,,21,12,,,,,,,,146
8,Daffy_Duck,Ruins_of_Surmia,,,,59,13,,27,9,,11,16,,21,12,,27,7,,,,,145
9,Wolverine,Dzagonur,,,,75,7,,,,,46,3,,10,18,,,,,12,18,,143
10,Stitch!,Ring_of_Fire,,,,50,17,,31,6,,31,6,,,,,23,11,,,,,135
11,Minnie_Mouse,Ferguson's_Crossing,5,7,,82,6,,,,,15,13,,31,8,,,,,,,,133
12,Tigger,Riverside,,,,44,21,,34,5,,38,4,,,,,14,18,,,,,130
13,Superman,Piken_Square,,,,56,14,,28,8,,11,16,,24,11,,,,,,,,119
14,Eric_Cartman,Sanctum_of_Rall,,,,18,32,,44,3,,20,9,,,,,25,9,,,,,107
15,Marge_Simpson,Stormbluff_Isle,,,,21,31,,24,10,,5,21,,,,,56,1,,,,,106
16,Yogi_Bear,Far_Shiverpeaks,,,,60,12,,,,,8,19,,13,15,,,,,21,14,,102
17,Batman,Tarnished_Coast,,,,22,30,,,,,34,5,,12,16,,32,4,,,,,100
17,Elmer_Fudd,Sea_of_Sorrows,,,,31,25,,29,7,,16,12,,,,,24,10,,,,,100
18,Beyond_Justice,Underworld,,,,26,27,,38,4,,,,,21,12,,14,18,,,,,99
19,Nite_Hawk,Kaineng,4,8,,69,9,,,,,,,,4,20,,21,13,,,,,98
20,Cry_of_Frustration,Augury_Rock,,,,52,16,,,,,,,,,,,19,14,,26,12,,97
21,E'telekeli,Borlis_Pass,,,,61,11,,,,,,,,11,17,,14,18,,,,,86
21,Nite_Owl,Jade_Sea,5,7,,48,19,,,,,27,7,,,,,6,22,,,,,86
22,Mickey_Mouse,Devona's_Rest,,,,63,10,,,,,,,,,,,22,12,,,,,85
23,Pink_Panther,Miller's_Sound,,,,24,29,,52,2,,,,,4,20,,2,25,,,,,82
24,Daisy_Duck,Dragonbrand,,,,46,20,,,,,,,,,,,30,6,,,,,76
24,Fred_Flintstone,Maguuma,8,5,,55,15,,,,,,,,13,15,,,,,,,,76
25,Donald_Duck,Kodash,2,10,,63,10,,,,,,,,6,19,,4,24,,,,,75
25,Spider_Man,Eredon_Terrace,,,,42,22,,,,,14,14,,19,13,,,,,,,,75
26,We_Are_Bob,Yak's_Bend,,,,,,,,,,,,,51,3,,23,11,,,,,74
27,Woody_Woodpecker,Isle_of_Janthir,6,6,,49,18,,1,15,,,,,,,,17,15,,,,,73
